image_path,text,group,text_id
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (22).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (22).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (23).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (23).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (24).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (24).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (25).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (25).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (26).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (26).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (27).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (27).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (28).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (28).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (29).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (29).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (30).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (30).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (31).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (31).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (32).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (32).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (33).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (33).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (34).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (34).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (35).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (35).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (36).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (36).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (37).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (37).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (38).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (38).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (39).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (39).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (40).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (40).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (41).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (41).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (42).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (42).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (43).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (43).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (44).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (44).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (45).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (45).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (46).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (46).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (47).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (47).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (48).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (48).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (49).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (49).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (50).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (50).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (51).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (51).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (52).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (52).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (53).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (53).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (54).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (54).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (55).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (55).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (56).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (56).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (57).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (57).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (58).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (58).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (59).jpg,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,LPD,3
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (59).jpg,Baju itu baru dibeli oleh emak.,LPD,1
C:\Users\kubag\Desktop\MGR\Dataset\Potential Dysgraphia Handwriting Dataset of School-Age Children\Low Potential Dysgraphia\LPD (60).jpg,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,LPD,2
