filename,text,status
LPD_026_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu,ok
LPD_026_t2_l2.png,milik bapa.,ok
LPD_027_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
LPD_027_t3_l2.png,itu dibeli oleh ayah saya. Roda basikal saya berwarna,ok
LPD_027_t3_l3.png,hijau dan putih.,ok
LPD_028_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_029_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,ok
LPD_030_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,ok
LPD_030_t3_l2.png,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_031_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_032_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu,ok
LPD_032_t2_l2.png,milik bapa.,ok
LPD_033_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
LPD_033_t3_l2.png,itu dibeli oleh ayah saya Roda basikal saya bewarna,ok
LPD_033_t3_l3.png,hijau dan putih.,ok
LPD_034_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_035_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik,ok
LPD_035_t2_l2.png,bapa.,ok
LPD_036_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,ok
LPD_036_t3_l2.png,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_037_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_038_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,ok
LPD_039_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah saya. Roda,ok
LPD_039_t3_l2.png,basikal saya berwarna hijau dan putih.,ok
LPD_040_t1_l1.png,Baju itu baru dibeli oleh emak,ok
LPD_041_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik,ok
LPD_041_t2_l2.png,bapa,ok
LPD_042_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,ok
LPD_042_t3_l2.png,oleh ayah saya. Roda basikal saya bewarna hijau dan putih,ok
LPD_043_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_044_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru,ok
LPD_044_t2_l2.png,itu milik bapa.,ok
LPD_045_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
LPD_045_t3_l2.png,itu dibeli oleh ayah saya. Roda basikal saya,ok
LPD_045_t3_l3.png,berwarna hijau dan putih.,ok
LPD_046_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_047_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu,ok
LPD_047_t2_l2.png,milik bapa.,ok
LPD_048_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
LPD_048_t3_l2.png,itu dibeli oleh ayah saya. Roda basikal saya berwarna,ok
LPD_048_t3_l3.png,hijau dan putih.,ok
LPD_049_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_050_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,ok
LPD_051_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli oleh ayah,ok
LPD_051_t3_l2.png,saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_052_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_053_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,ok
LPD_054_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,ok
LPD_054_t3_l2.png,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_055_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_056_t2_l1.png,Burung itu berada di dalam sangkar.,ok
LPD_056_t2_l2.png,Sangkar baru itu milik bapa.,ok
LPD_057_t3_l1.png,Saya suka bermain basikal pada waktu,ok
LPD_057_t3_l2.png,lapang. Basikal itu dibeli oleh ayah saya.,ok
LPD_057_t3_l3.png,Roda basikal saya berwarna hijau dan,ok
LPD_057_t3_l4.png,,skipped
LPD_058_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_059_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,ok
LPD_060_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,ok
LPD_060_t3_l2.png,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_061_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_062_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu,ok
LPD_062_t2_l2.png,milik bapa.,ok
LPD_063_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu,ok
LPD_063_t3_l2.png,dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan,ok
LPD_063_t3_l3.png,putih.,ok
LPD_064_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_065_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik,ok
LPD_065_t2_l2.png,bapa.,ok
LPD_066_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,ok
LPD_066_t3_l2.png,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_067_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_068_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik,ok
LPD_068_t2_l2.png,bapa.,ok
LPD_069_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu,ok
LPD_069_t3_l2.png,dibeli oleh ayah saya. Roda basikal saya berwarna hijau,ok
LPD_069_t3_l3.png,dan putih.,ok
LPD_070_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_071_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu,ok
LPD_071_t2_l2.png,milik bapa.,ok
LPD_072_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
LPD_072_t3_l2.png,itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau,ok
LPD_072_t3_l3.png,dan putih.,ok
LPD_073_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_074_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar itu milik,ok
LPD_074_t2_l2.png,bapa.,ok
LPD_075_t3_l1.png,Saya suka bermain basikal pada waku lapang.,ok
LPD_075_t3_l2.png,Basikal itu dibeli oleh ayah saya.,ok
LPD_075_t3_l3.png,Roda basikal saya berwarna hijau dan putih.,ok
LPD_076_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_077_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik,ok
LPD_077_t2_l2.png,bapa.,ok
LPD_078_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu,ok
LPD_078_t3_l2.png,dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_079_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_080_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru,ok
LPD_080_t2_l2.png,itu milik bapa.,ok
LPD_081_t3_l1.png,Saya suka bermain basikal pada waktu lapang.,ok
LPD_081_t3_l2.png,Basikal itu dibeli oleh ayah saya. Roda basikal,ok
LPD_081_t3_l3.png,saya berwarna hijau dan putih.,ok
LPD_082_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_083_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu,ok
LPD_083_t2_l2.png,milik bapa.,ok
LPD_084_t3_l1.png,Saya suka bermain basikal pada waktu lapang.,ok
LPD_084_t3_l2.png,Basikal itu dibeli oleh ayah saya. Roda basikal saya,ok
LPD_084_t3_l3.png,berwarna hijau dan putih.,ok
LPD_085_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_086_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik,ok
LPD_086_t2_l2.png,bapa.,ok
LPD_087_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,ok
LPD_087_t3_l2.png,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_088_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_089_t2_l1.png,Burung itu berada di dalam sangkar.,ok
LPD_089_t2_l2.png,Sangkar baru itu milik bapa.,ok
LPD_090_t3_l1.png,Saya suka bermain basikal pada,ok
LPD_090_t3_l2.png,waktu lapang. Basikal itu dibeli oleh,ok
LPD_090_t3_l3.png,ayah saya. Roda basikal saya,ok
LPD_090_t3_l4.png,berwarna hijau dan putih.,ok
LPD_091_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_092_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru,ok
LPD_092_t2_l2.png,itu milik bapa.,ok
LPD_093_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
LPD_093_t3_l2.png,itu dibeli oleh ayah saya. Roda basikal saya,ok
LPD_093_t3_l3.png,berwarna hijau dan putih.,ok
LPD_094_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_095_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar,ok
LPD_095_t2_l2.png,baru itu milik bapa.,ok
LPD_096_t3_l1.png,Saya suka bermain basikal pada waktu,ok
LPD_096_t3_l2.png,lapang. Basikal itu dibeli oleh ayah saya.,ok
LPD_096_t3_l3.png,Roda basikal saya berwarna hijau dan putih,ok
LPD_097_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_098_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar,ok
LPD_098_t2_l2.png,baru itu milik bapa.,ok
LPD_099_t3_l1.png,Saya suka bermain basikal pada,ok
LPD_099_t3_l2.png,waktu lapang. Basikal itu dibeli oleh,ok
LPD_099_t3_l3.png,ayah saya. Roda basikal saya berwarna,ok
LPD_099_t3_l4.png,hijau dan putih.,ok
LPD_100_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_101_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu,ok
LPD_101_t2_l2.png,milik bapa.,ok
LPD_102_t3_l1.png,Saya suka bermain basikal pada waktu lapang.,ok
LPD_102_t3_l2.png,Basikal itu dibeli oleh ayah saya. Roda basikal saya,ok
LPD_102_t3_l3.png,berwarna hijau dan putih.,ok
LPD_103_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_104_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar,ok
LPD_104_t2_l2.png,baru itu milik bapa.,ok
LPD_105_t3_l1.png,Saya suka bermain basikal pada waktu lapang.,ok
LPD_105_t3_l2.png,Basikal itu dibeli oleh ayah saya. Roda basikal,ok
LPD_105_t3_l3.png,saya berwarna hijau dan putih,ok
LPD_106_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_107_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu,ok
LPD_107_t2_l2.png,milik bapa.,ok
LPD_108_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
LPD_108_t3_l2.png,itu dibeli oleh ayah saya. Roda basikal saya,ok
LPD_108_t3_l3.png,berwarna hijau dan putih.,ok
LPD_109_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_110_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik,ok
LPD_110_t2_l2.png,bapa.,ok
LPD_111_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
LPD_111_t3_l2.png,itu dibeli oleh ayah saya. Roda basikal saya berwarna,ok
LPD_111_t3_l3.png,hijau dan putih.,ok
LPD_112_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_113_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,ok
LPD_114_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,ok
LPD_114_t3_l2.png,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_115_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_116_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik,ok
LPD_116_t2_l2.png,bapa.,ok
LPD_116_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,ok
LPD_116_t3_l2.png,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_118_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_119_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar,ok
LPD_119_t2_l2.png,baru itu milik bapa.,ok
LPD_120_t3_l1.png,Saya suka bermain basikal pada waktu lapang.,ok
LPD_120_t3_l2.png,Basikal itu dibeli oleh ayah saya. Roda basikal,ok
LPD_120_t3_l3.png,saya berwarna hijau dan putih.,ok
LPD_121_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_122_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu,ok
LPD_122_t2_l2.png,milik bapa.,ok
LPD_123_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
LPD_123_t3_l2.png,,skipped
LPD_123_t3_l3.png,hijau dan putih.,ok
LPD_124_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_125_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru,ok
LPD_125_t2_l2.png,itu milik bapa.,ok
LPD_126_t3_l1.png,Saya suka bermain basikal pada waktu lapang.,ok
LPD_126_t3_l2.png,Basikal itu dibeli oleh ayah saya. Roda basikal,ok
LPD_126_t3_l3.png,saya berwarna hijau dan putih.,ok
LPD_127_t1_l1.png,,skipped
LPD_128_t1_l1.png,Baju itu baru dibeli oleh emak,ok
LPD_129_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar,ok
LPD_129_t2_l2.png,baru itu milik bapa.,ok
LPD_130_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
LPD_131_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar baru itu milik,ok
LPD_131_t2_l2.png,bapa.,ok
LPD_132_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,ok
LPD_132_t3_l2.png,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,ok
LPD_133_t1_l1.png,Baju itu baru dibeli emak.,ok
LPD_134_t2_l1.png,Burung itu berada di dalam sangr. Sangr,ok
LPD_134_t2_l2.png,baru itu milik bapa,ok
LPD_135_t3_l1.png,Saya suka bermain basikal pada waktu,ok
LPD_135_t3_l2.png,lapang Basikal itu dibeli,ok
LPD_135_t3_l3.png,oleh ayah saya. Roda basikal saya berwarna hijau,ok
LPD_135_t3_l4.png,dan putih.,ok
PD_100_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_101_t2_l1.png,Burung itu berada di dalam,ok
PD_101_t2_l2.png,sangkar. Sangkar baru itu,ok
PD_101_t2_l3.png,milik bapa.,ok
PD_102_t3_l1.png,Saya suka bermain basikal pada,ok
PD_102_t3_l2.png,waktu lapang. Basikal itu dibeli,ok
PD_102_t3_l3.png,oleh ayah saya. Roda basikal,ok
PD_102_t3_l4.png,saya berwarna hijau dan putih,ok
PD_103_t1_l1.png,Baju itu baru dibeli oleh emak,ok
PD_104_t2_l1.png,burung itu berada di dalam sangkar.,ok
PD_104_t2_l2.png,sangkar baru itu milik bapa.,ok
PD_105_t3_l1.png,Saya suka bermain basikal pada,ok
PD_105_t3_l2.png,waktu lapang - Basikal itu dibeli ol,ok
PD_106_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_107_t2_l1.png,Burung itu berada di dalam sangkar baru itu,ok
PD_107_t2_l2.png,milik bapa,ok
PD_108_t3_l1.png,Saya suka bermain basikal pada waktu,ok
PD_108_t3_l2.png,apang. Basikal itu dibeli oleh a,ok
PD_108_t3_l3.png,yah ayaya. Rodasikal saya berw,skipped
PD_108_t3_l4.png,arna hijau dan putih.,ok
PD_109_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_10_t1_l1.png,Baju itu baru dibeli oleh emak,ok
PD_110_t2_l1.png,Burung itu berada di dalam sangkar,ok
PD_110_t2_l2.png,Sangkar baru itu milik bapa.,ok
PD_111_t3_l1.png,Saya suka bermain basikal pada waktu,ok
PD_111_t3_l2.png,lapang. Basikal itu dibeli,ok
PD_112_t1_l1.png,Baju itu baru dibeli oleh,ok
PD_112_t1_l2.png,emak.,ok
PD_113_t2_l1.png,Burung itu berada di dalam sangkar.,ok
PD_113_t2_l2.png,Sangkar baru itu milik bapa.,ok
PD_114_t3_l1.png,Saya suk bermain basikal waktu lapang.,ok
PD_114_t3_l2.png,Basikal itu dibeli oleh ayah saya.,ok
PD_114_t3_l3.png,Roda basikal saya berwarna hijau,ok
PD_114_t3_l4.png,dan putih,ok
PD_11_t2_l1.png,Burung itu berada di dalam sangkar. baru itu milik,ok
PD_11_t2_l2.png,bapa.,ok
PD_12_t3_l1.png,Saya suka bermain basikal pada waktu lapang. Basikal,ok
PD_12_t3_l2.png,itu dibeli oleh saya roda basikal sa,ok
PD_13_t1_l1.png,Baju itu baru dibeli oleh emak,ok
PD_14_t2_l1.png,Burung itu berada di dalam sangkar baru itu milk bapa,ok
PD_15_t3_l1.png,,skipped
PD_15_t3_l2.png,,skipped
PD_16_t1_l1.png,Baju itu baru dibeli oleh emak,ok
PD_17_t2_l1.png,,skipped
PD_17_t2_l2.png,,skipped
PD_18_t3_l1.png,,skipped
PD_18_t3_l2.png,,skipped
PD_18_t3_l3.png,,skipped
PD_19_t1_l1.png,,skipped
PD_1_t1_l1.png,Baju itu baru dibeli oleh emak,ok
PD_20_t2_l1.png,,skipped
PD_20_t2_l2.png,,skipped
PD_21_t3_l1.png,,skipped
PD_21_t3_l2.png,olh ayah saya. Roda basikal saya be,ok
PD_22_t1_l1.png,Baju itu dibeli oleh emk.,ok
PD_23_t2_l1.png,Burung itu di dalam sangkar baru itu milik,ok
PD_24_t3_l1.png,Saya suka bermain basikal pada waktu dibeli,ok
PD_24_t3_l2.png,oleh ayah saya. Roda berwarna hijau dan putih.,ok
PD_25_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_26_t2_l1.png,Burung itu berada di dalam sangkar sangkar,ok
PD_26_t2_l2.png,baru itu milik bapa,ok
PD_27_t3_l1.png,Saya suka bermain basikal pada wktu lapang,ok
PD_27_t3_l2.png,Basikal itu dibeli,ok
PD_27_t3_l3.png,oleh ayah saya. Roda basikal berwarna,ok
PD_27_t3_l4.png,hijau dan putih.,ok
PD_28_t1_l1.png,,skipped
PD_29_t2_l1.png,,skipped
PD_29_t2_l2.png,,skipped
PD_29_t2_l3.png,,skipped
PD_2_t2_l1.png,Burung itu berada di dalam,ok
PD_2_t2_l2.png,sankar. Sangkar baru itu milik,ok
PD_2_t2_l3.png,bapa.,ok
PD_30_t3_l1.png,,skipped
PD_30_t3_l2.png,,skipped
PD_30_t3_l3.png,,skipped
PD_30_t3_l4.png,,skipped
PD_31_t1_l1.png,Baju itu baru dibeli oleh emak,ok
PD_31_t2_l2.png,baru milik bapa,ok
PD_32_t2_l1.png,,skipped
PD_33_t3_l1.png,,skipped
PD_33_t3_l2.png,,skipped
PD_33_t3_l3.png,,skipped
PD_34_t1_l1.png,Bju itu baru di oleh emak,ok
PD_35_t2_l1.png,,skipped
PD_36_t3_l1.png,Saya suk bermain basikal pada waktu lap,ok
PD_36_t3_l2.png,,skipped
PD_37_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_38_t2_l1.png,Burng itu beram di balam sangkar,ok
PD_38_t2_l2.png,Sangkar baru itu milik bapa,ok
PD_39_t3_l1.png,Saya suka bermain bermain basikal,ok
PD_39_t3_l2.png,,skipped
PD_39_t3_l3.png,oleh aya saya. Roda basikal bberwana,ok
PD_39_t3_l4.png,hiau dan putih,ok
PD_3_t3_l1.png,Saya suka bermain basikal,ok
PD_3_t3_l2.png,pada waktu lapang. Basikal itu,ok
PD_3_t3_l3.png,dibeli oleh ayah roda basikal,ok
PD_3_t3_l4.png,,skipped
PD_40_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_41_t2_l1.png,Burung itu berada di dalam,ok
PD_41_t2_l2.png,sangkar. Sangkar baru itu milik,ok
PD_41_t2_l3.png,bapa.,ok
PD_42_t3_l1.png,Saya suka bermain basikal pada,ok
PD_42_t3_l2.png,waktu lapang basikal itu dibeli,ok
PD_42_t3_l3.png,oleh ayah saya. Roda basikal saya berwarn,ok
PD_42_t3_l4.png,hijau dan putih.,ok
PD_43_t1_l1.png,,skipped
PD_44_t2_l1.png,,skipped
PD_44_t2_l2.png,sangkar. Sangkar baru,ok
PD_44_t2_l3.png,,skipped
PD_45_t3_l1.png,,skipped
PD_45_t3_l2.png,,skipped
PD_45_t3_l3.png,oleh aya,ok
PD_46_t1_l1.png,Baju itu baru dibeli oleh,ok
PD_46_t1_l2.png,emak,ok
PD_47_t2_l1.png,Burung itu berada,ok
PD_47_t2_l2.png,,skipped
PD_47_t2_l3.png,baru itu milik,ok
PD_47_t2_l4.png,bapa,ok
PD_48_t3_l1.png,Saya suka bermain,ok
PD_48_t3_l2.png,,skipped
PD_49_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_4_t1_l1.png,Burung itu berada dibeli oleh emak.,ok
PD_50_t2_l1.png,Burung itu berada di dalam sangkar. Sangkar,ok
PD_50_t2_l2.png,baru itu milik bapa.,ok
PD_51_t3_l1.png,Saya suka bermain basikal pada waktu lapang.,ok
PD_51_t3_l2.png,Basikal itu dibeli oleh ayah saya. Roda basikal,ok
PD_51_t3_l3.png,saya berwarna hijau dan putih.,ok
PD_52_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_53_t2_l1.png,Burung itu berada di dalam,ok
PD_53_t2_l2.png,sangkar. Sangkar baru itu mili,ok
PD_53_t2_l3.png,bapa.,ok
PD_54_t3_l1.png,,skipped
PD_54_t3_l2.png,,skipped
PD_54_t3_l3.png,,skipped
PD_55_t1_l1.png,,skipped
PD_56_t2_l1.png,,skipped
PD_56_t2_l2.png,itu milik bapa,ok
PD_57_t3_l1.png,Saya suka bermain basikal pada waktu lapang itu,ok
PD_57_t3_l2.png,dibeli oleh ayah sayah ayah,ok
PD_58_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_59_t2_l1.png,,skipped
PD_59_t2_l2.png,itu milik bapa.,ok
PD_5_t2_l1.png,,skipped
PD_5_t2_l2.png,milik,ok
PD_60_t3_l1.png,,skipped
PD_60_t3_l2.png,,skipped
PD_60_t3_l3.png,dan putih.,ok
PD_61_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_62_t2_l1.png,Burung itu berada di dalam sangkar milik,ok
PD_63_t3_l1.png,Saya suka bermain basikal pada waktu,ok
PD_63_t3_l2.png,lapang basikal itu dibeli oleh ayah,ok
PD_63_t3_l3.png,saya roda basikal saya berwarna hijau dan,ok
PD_63_t3_l4.png,,skipped
PD_64_t1_l1.png,Baju itu baru dibeli oleh,ok
PD_64_t1_l2.png,emak,ok
PD_65_t2_l1.png,Burung itu berada di dalam,ok
PD_65_t2_l2.png,sangkar sangkar baru itu,ok
PD_65_t2_l3.png,milik bapa.,ok
PD_66_t3_l1.png,Saya suka bermain basikal pada,ok
PD_66_t3_l2.png,waktu lapang. Basikal itu dibeli,ok
PD_66_t3_l3.png,oleh ayah saya roda basikal,ok
PD_66_t3_l4.png,saya berwarna hijau dan putih,ok
PD_67_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_68_t2_l1.png,,skipped
PD_68_t2_l2.png,milik bapa.,ok
PD_69_t3_l1.png,Saya suka bermain basikal Pada waktu,ok
PD_69_t3_l2.png,,skipped
PD_69_t3_l3.png,,skipped
PD_6_t3_l1.png,,skipped
PD_6_t3_l2.png,,skipped
PD_70_t1_l1.png,Baju itu baru dibeli oleh emak.,ok
PD_71_t2_l1.png,Burung itu berada di dalam sangkar.,ok
PD_71_t2_l2.png,sangkar. baru itu milik bapa.,ok
PD_72_t3_l1.png,Saya suka bermain basikal pada waktu.,ok
PD_72_t3_l2.png,,skipped
