dataset,source_dataset,preprocessing_variant,auto_invert,sample_id,image_key,image_path,relative_image_path,group,image_number,reference_source,text_id,line_id,reference,csv_candidate_count,annotation_status
malaysian_auto_invert,malaysian,auto_invert,True,LPD_006_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_006_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_006_t3_l2.png,malaysian_manual_lines — kopia\LPD_006_t3_l2.png,LPD,6,manual_lines_annotations,3,2.0,Basikal itu dibeli oleh ayah saya. Roda basikal,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_006_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_006_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_006_t3_l3.png,malaysian_manual_lines — kopia\LPD_006_t3_l3.png,LPD,6,manual_lines_annotations,3,3.0,saya berwarna hijau.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_007_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_007_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_007_t1_l1.png,malaysian_manual_lines — kopia\LPD_007_t1_l1.png,LPD,7,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_008_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_008_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_008_t2_l1.png,malaysian_manual_lines — kopia\LPD_008_t2_l1.png,LPD,8,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar. Sangkar,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_008_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_008_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_008_t2_l2.png,malaysian_manual_lines — kopia\LPD_008_t2_l2.png,LPD,8,manual_lines_annotations,2,2.0,baru itu milik bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_009_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_009_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_009_t3_l1.png,malaysian_manual_lines — kopia\LPD_009_t3_l1.png,LPD,9,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_009_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_009_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_009_t3_l2.png,malaysian_manual_lines — kopia\LPD_009_t3_l2.png,LPD,9,manual_lines_annotations,3,2.0,lapang. Basikal itu dibeli oleh ayah saya. Roda basikal,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_009_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_009_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_009_t3_l3.png,malaysian_manual_lines — kopia\LPD_009_t3_l3.png,LPD,9,manual_lines_annotations,3,3.0,saya berwarna hijau dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_010_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_010_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_010_t1_l1.png,malaysian_manual_lines — kopia\LPD_010_t1_l1.png,LPD,10,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_011_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_011_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_011_t2_l1.png,malaysian_manual_lines — kopia\LPD_011_t2_l1.png,LPD,11,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar. Sangkar baru itu milik,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_011_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_011_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_011_t2_l2.png,malaysian_manual_lines — kopia\LPD_011_t2_l2.png,LPD,11,manual_lines_annotations,2,2.0,bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_012_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_012_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_012_t3_l1.png,malaysian_manual_lines — kopia\LPD_012_t3_l1.png,LPD,12,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_012_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_012_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_012_t3_l2.png,malaysian_manual_lines — kopia\LPD_012_t3_l2.png,LPD,12,manual_lines_annotations,3,2.0,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_013_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_013_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_013_t1_l1.png,malaysian_manual_lines — kopia\LPD_013_t1_l1.png,LPD,13,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_014_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_014_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_014_t2_l1.png,malaysian_manual_lines — kopia\LPD_014_t2_l1.png,LPD,14,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_014_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_014_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_014_t2_l2.png,malaysian_manual_lines — kopia\LPD_014_t2_l2.png,LPD,14,manual_lines_annotations,2,2.0,Sangkar baru itu milik bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_015_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l1.png,malaysian_manual_lines — kopia\LPD_015_t3_l1.png,LPD,15,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu lapang.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_015_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l2.png,malaysian_manual_lines — kopia\LPD_015_t3_l2.png,LPD,15,manual_lines_annotations,3,2.0,Basikal itu dibeli oleh ayah saya. Roda,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_015_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_015_t3_l3.png,malaysian_manual_lines — kopia\LPD_015_t3_l3.png,LPD,15,manual_lines_annotations,3,3.0,basikal saya berwarna hijau dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_016_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_016_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_016_t1_l1.png,malaysian_manual_lines — kopia\LPD_016_t1_l1.png,LPD,16,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_017_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_017_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_017_t2_l1.png,malaysian_manual_lines — kopia\LPD_017_t2_l1.png,LPD,17,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_017_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_017_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_017_t2_l2.png,malaysian_manual_lines — kopia\LPD_017_t2_l2.png,LPD,17,manual_lines_annotations,2,2.0,Sangkar baru itu milik.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_018_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l1.png,malaysian_manual_lines — kopia\LPD_018_t3_l1.png,LPD,18,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_018_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l2.png,malaysian_manual_lines — kopia\LPD_018_t3_l2.png,LPD,18,manual_lines_annotations,3,2.0,lapang. Basikal itu dibeli oleh ayah saya.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_018_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l3.png,malaysian_manual_lines — kopia\LPD_018_t3_l3.png,LPD,18,manual_lines_annotations,3,3.0,Roda basikal saya berwarna hijau dan,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_018_t3_l4_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l4.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_018_t3_l4.png,malaysian_manual_lines — kopia\LPD_018_t3_l4.png,LPD,18,manual_lines_annotations,3,4.0,putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_019_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_019_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_019_t1_l1.png,malaysian_manual_lines — kopia\LPD_019_t1_l1.png,LPD,19,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_020_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_020_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_020_t2_l1.png,malaysian_manual_lines — kopia\LPD_020_t2_l1.png,LPD,20,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar. Sangkar baru itu milik,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_020_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_020_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_020_t2_l2.png,malaysian_manual_lines — kopia\LPD_020_t2_l2.png,LPD,20,manual_lines_annotations,2,2.0,bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_021_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_021_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_021_t3_l1.png,malaysian_manual_lines — kopia\LPD_021_t3_l1.png,LPD,21,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_021_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_021_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_021_t3_l2.png,malaysian_manual_lines — kopia\LPD_021_t3_l2.png,LPD,21,manual_lines_annotations,3,2.0,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_022_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_022_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_022_t1_l1.png,malaysian_manual_lines — kopia\LPD_022_t1_l1.png,LPD,22,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_023_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_023_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_023_t2_l1.png,malaysian_manual_lines — kopia\LPD_023_t2_l1.png,LPD,23,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar. Sangkar baru itu milik,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_023_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_023_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_023_t2_l2.png,malaysian_manual_lines — kopia\LPD_023_t2_l2.png,LPD,23,manual_lines_annotations,2,2.0,bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_024_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_024_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_024_t3_l1.png,malaysian_manual_lines — kopia\LPD_024_t3_l1.png,LPD,24,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu lapang. Basikal itu,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_024_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_024_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_024_t3_l2.png,malaysian_manual_lines — kopia\LPD_024_t3_l2.png,LPD,24,manual_lines_annotations,3,2.0,dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_025_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_025_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_025_t1_l1.png,malaysian_manual_lines — kopia\LPD_025_t1_l1.png,LPD,25,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_026_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_026_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_026_t2_l1.png,malaysian_manual_lines — kopia\LPD_026_t2_l1.png,LPD,26,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar. Sangkar baru itu,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_026_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_026_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_026_t2_l2.png,malaysian_manual_lines — kopia\LPD_026_t2_l2.png,LPD,26,manual_lines_annotations,2,2.0,milik bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_027_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_027_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_027_t3_l1.png,malaysian_manual_lines — kopia\LPD_027_t3_l1.png,LPD,27,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu lapang. Basikal,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_027_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_027_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_027_t3_l2.png,malaysian_manual_lines — kopia\LPD_027_t3_l2.png,LPD,27,manual_lines_annotations,3,2.0,itu dibeli oleh ayah saya. Roda basikal saya berwarna,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_027_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_027_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_027_t3_l3.png,malaysian_manual_lines — kopia\LPD_027_t3_l3.png,LPD,27,manual_lines_annotations,3,3.0,hijau dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_028_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_028_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_028_t1_l1.png,malaysian_manual_lines — kopia\LPD_028_t1_l1.png,LPD,28,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_029_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_029_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_029_t2_l1.png,malaysian_manual_lines — kopia\LPD_029_t2_l1.png,LPD,29,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_030_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_030_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_030_t3_l1.png,malaysian_manual_lines — kopia\LPD_030_t3_l1.png,LPD,30,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_030_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_030_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_030_t3_l2.png,malaysian_manual_lines — kopia\LPD_030_t3_l2.png,LPD,30,manual_lines_annotations,3,2.0,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_031_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_031_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_031_t1_l1.png,malaysian_manual_lines — kopia\LPD_031_t1_l1.png,LPD,31,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_032_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_032_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_032_t2_l1.png,malaysian_manual_lines — kopia\LPD_032_t2_l1.png,LPD,32,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar. Sangkar baru itu,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_032_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_032_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_032_t2_l2.png,malaysian_manual_lines — kopia\LPD_032_t2_l2.png,LPD,32,manual_lines_annotations,2,2.0,milik bapa.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_033_t3_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_033_t3_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_033_t3_l1.png,malaysian_manual_lines — kopia\LPD_033_t3_l1.png,LPD,33,manual_lines_annotations,3,1.0,Saya suka bermain basikal pada waktu lapang. Basikal,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_033_t3_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_033_t3_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_033_t3_l2.png,malaysian_manual_lines — kopia\LPD_033_t3_l2.png,LPD,33,manual_lines_annotations,3,2.0,itu dibeli oleh ayah saya Roda basikal saya bewarna,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_033_t3_l3_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_033_t3_l3.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_033_t3_l3.png,malaysian_manual_lines — kopia\LPD_033_t3_l3.png,LPD,33,manual_lines_annotations,3,3.0,hijau dan putih.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_034_t1_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_034_t1_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_034_t1_l1.png,malaysian_manual_lines — kopia\LPD_034_t1_l1.png,LPD,34,manual_lines_annotations,1,1.0,Baju itu baru dibeli oleh emak.,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_035_t2_l1_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_035_t2_l1.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_035_t2_l1.png,malaysian_manual_lines — kopia\LPD_035_t2_l1.png,LPD,35,manual_lines_annotations,2,1.0,Burung itu berada di dalam sangkar. Sangkar baru itu milik,1,ok
malaysian_auto_invert,malaysian,auto_invert,True,LPD_035_t2_l2_auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_035_t2_l2.png|auto_invert,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_035_t2_l2.png,malaysian_manual_lines — kopia\LPD_035_t2_l2.png,LPD,35,manual_lines_annotations,2,2.0,bapa.,1,ok
